License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Hours of Operation,Primary Contact Name
OCM-CULT-24-000046,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,03/25/2026 12:00:00 AM,OCMCULT-2023-000085,"Distressed Farmer, Distressed Farmer",Skeeterborofarms LLC,,C2DE110F-1F50-4127-A4DA-1141C32DD3C7,,,,,,Oneida,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Rex Mazur
OCM-CULT-24-000046,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,03/25/2026 12:00:00 AM,OCMCULT-2023-000085,"Distressed Farmer, Distressed Farmer",Skeeterborofarms LLC,,C66A81BA-C736-4EB2-A416-C9E2604E7B03,,,,,,Oneida,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rex Mazur
OCM-DIST-25-000141,Adult-Use Distributor License,OCMDIST2,Active,LICACT,01/13/2025 12:00:00 AM,01/13/2025 12:00:00 AM,01/13/2027 12:00:00 AM,OCMDIST2-2024-000016,"Distressed Farmer, Distressed Farmer",Skeeterborofarms LLC,,84E45D1F-182F-4124-998B-338018D6EFD6,,,,,,Oneida,Mohawk Valley,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Rex Mazur
OCM-PROC-24-000012,Adult-Use Processor License,OCMPROC,Active,LICACT,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,03/26/2026 12:00:00 AM,OCMPROC-2023-000109,"Distressed Farmer, Distressed Farmer",Skeeterborofarms LLC,,E4F92DB8-CB28-4CB2-8561-AB070DA699A0,,,,,,Oneida,Mohawk Valley,,,,Active,Adult-Use Processing,,Type 2 - Infusing and Blending,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Rex Mazur
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000484,,SKKBCC NY LLC,,75172FDA-DA2C-4AD9-83E5-79A6ED6B6B27,,,,,,Allegany,Western NY,,,,Non-Operational,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Shay Keller
OCM-CULT-24-000144,Adult-Use Cultivator License,OCMCULT,Active,LICACT,08/07/2024 12:00:00 AM,08/07/2024 12:00:00 AM,08/07/2026 12:00:00 AM,OCMCULT-2023-000250,,SKX LLC,,B3604007-083A-433A-86D3-926C8BA0F00E,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,Chris Regan
OCM-DIST-24-000061,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,08/09/2026 12:00:00 AM,OCMDIST-2023-000128,,SKX LLC,,0FC491DC-EC3F-4453-9FCE-27619E0BD1BB,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Regan
OCM-PT3B-25-000018,Adult-Use Processor Type Three-Branding,OCMPT3B,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMPT3B-2024-000013,"Women-Owned Business, Distressed Farmer","Sky Blue Stables, LLC",,,,,,,,,,,,www.skybluestables.com,,,,Branding including for the exclusive performance of white labeling agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Laura Labriola
OCM-CAURD-25-000239,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,02/14/2025 12:00:00 AM,02/14/2025 12:00:00 AM,02/14/2027 12:00:00 AM,OCMCAURDP-2024-000107,,Sky High Club LLC,,E90FFBB9-0E01-4AEB-8014-D7CE25118813,129 Avenue C,,New York,NY,10009,New York,Manhattan,,,,Non-Operational,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Michael James
OCM-CULT-24-000070,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCULT-2023-000198,Women-Owned Business,Slack Hollow Organics LLC,,48527141-217F-4477-8371-2DD23AA6462C,,,,,,Washington,Capital District,,,slackhollowhemp.com,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Martha Johnson
OCM-DIST-24-000015,Adult-Use Distributor License,OCMDIST,Active,LICACT,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,05/08/2026 12:00:00 AM,OCMDIST-2023-000154,Women-Owned Business,Slack Hollow Organics LLC,,12E89FEF-E9FB-434C-92FC-31D2A03162F2,,,,,,Washington,Capital District,,,slackhollowhemp.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Martha Johnson
OCM-PROC-24-000022,Adult-Use Processor License,OCMPROC,Active,LICACT,05/07/2024 12:00:00 AM,05/07/2024 12:00:00 AM,05/07/2026 12:00:00 AM,OCMPROC-2023-000210,Women-Owned Business,Slack Hollow Organics LLC,,27D03514-6A41-40D1-96B8-00DFC88E3A74,,,,,,Washington,Capital District,,,slackhollowhemp.com,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Martha Johnson
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000932,,SLA Services INC,,529EB8B6-254C-4B33-8015-23A00035959A,570 -574 Midland Ave,,Staten Island,NY,10306,Richmond,Richmond,40.57238418,-74.09339065,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Larisa Piven
OCM-CAURD-24-000184,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,08/02/2024 12:00:00 AM,08/02/2024 12:00:00 AM,08/02/2026 12:00:00 AM,OCMCAURDP-2024-000023,,SLG-DB LLC,Rolling J's,6D298AAE-C9E4-43D9-878B-5B50CA2957DA,15 Avenue B,,New York,NY,10009,New York,Manhattan,,,,Non-Operational,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,ANTHONY TAYLOR
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000430,,SMACKED 2 CONVENIENCE CORP,,D432D00D-2A1B-4418-A118-AD02EDD1AA0F,11630 SPRINGFIELD BLVD,,CAMBRIA HTS,NY,11411,New York,Manhattan,40.69706458,-73.74364773,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,ALI ALSHABI
OCM-CAURD-23-000002,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,01/19/2023 12:00:00 AM,01/20/2025 12:00:00 AM,01/19/2027 12:00:00 AM,OCMCAURDP-2023-000002,,Smacked LLC,,6DBC9754-6693-46A5-8FFC-5707F62B55EF,144 Bleecker St,,New York,NY,10012,New York,Manhattan,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/22/2023 12:00:00 AM,Sun: 11:00 AM - 07:00 PM; Mon: 11:00 AM - 09:00 PM; Tues: 11:00 AM - 09:00 PM; Wed: 11:00 AM - 09:00 PM; Thurs: 11:00 AM - 10:00 PM; Fri: 11:00 AM - 12:00 AM; Sat: 10:00 AM - 12:00 AM,Roland Conner
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000099,,"Small Batch Projects, LLC",,896C249E-74E3-47E2-A755-4E4854F65EDB,270 Beebe Rd,,Afton,NY,13730,Chenango,Southern Tier,42.26549,-75.57021,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_OUTDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,,,Keegan Carpenter
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001808,,Small Leaf 79 LLC,,98BBAF0D-66FA-4212-9622-18A8851D7917,2400 N Ocean Ave,,Farmingville,NY,11738,Suffolk,Long Island,40.829271,-73.020528,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Monica Oberoi
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000018,,Smelly Nelly LLC,,LID089,70 Canal St,,New York,NY,10002,New York,,40.71511321,-73.99281341,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001823,,Smiley 370 LLC,,E18DEE40-A06C-499B-9F6B-C82566EA2DE0,370 Ronkonkoma Ave,,Lk Ronkonkoma,NY,11779,Suffolk,Long Island,40.811189,-73.11179,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Daxaben Patel
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001771,,Smitty Buds Inc.,Monarch Reserve,E64FDB0C-CAD0-4FD3-922C-220DB3DF2728,251 North Ave,,New Rochelle,NY,10801,Westchester,Mid-Hudson,40.91666,-73.812371,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Karen Williams
OCM-CAURD-24-000119,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,04/03/2024 12:00:00 AM,04/03/2024 12:00:00 AM,04/03/2026 12:00:00 AM,OCMCAURDP-2023-000058,,"SMMB, Inc",Purple Plains,B7DDBEDE-3B79-47B2-BF22-1B6C9B0DD9D8,32 Westchester Ave,,Pound Ridge,NY,10576,Westchester,Mid-Hudson,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,04/17/2024 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 10:00 AM - 08:00 PM; Sat: 10:00 AM - 08:00 PM,Sophia Mortell
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000493,,Smoke Emporium LLC,,3FFBD79A-3766-4A4A-9E5A-6B2711FA61F4,1402 Saratoga Rd,,Ballston Spa,NY,12020,Saratoga,Capital District,42.9758,-73.86121,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Avtar Singh
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000194,,"SMOKELADA WHOLESALE, INC.",,5E3857CA-D4B4-443D-ACDA-5BBAF8127514,1081 Union Rd,,West Seneca,NY,14224,Erie,Western NY,42.829423,-78.753181,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Charles Gaughan
OCM-PROC-25-000245,Adult-Use Processor License,OCMPROC,Active,LICACT,01/10/2025 12:00:00 AM,01/10/2025 12:00:00 AM,01/10/2027 12:00:00 AM,OCMPROC-2023-000026,,Smokeland New York,,6CB10109-2387-439D-970B-C2CE4B0C2D45,,,,,,Kings,Brooklyn,,,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Chang Yi
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000185,,Smokey Jungle LLC,,2E8E1BFF-50AA-485F-A843-F016D13D875A,330 Becker Dr,,Schenectady,NY,12306,Schenectady,Capital District,42.77978,-74.02923,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Karanjit Singh
OCM-RETL-24-000139,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMRETL-2023-000105,,Smokey Paradise LLC,,1CFCFD41-78C1-4920-855D-B999F2823744,574 Columbia Tpke,,East Greenbush,NY,12061,Rensselaer,Capital District,42.60216544,-73.71406059,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,04/14/2025 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 09:00 AM - 10:00 PM; Tues: 09:00 AM - 10:00 PM; Wed: 09:00 AM - 10:00 PM; Thurs: 09:00 AM - 10:00 PM; Fri: 09:00 AM - 11:00 PM; Sat: 09:00 AM - 11:00 PM,Manpreet Singh
OCM-MICR-24-000158,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMMICR-2023-000784,Women-Owned Business,"Smoking Duck, LLC",,F8C5A548-895F-42BE-855D-81A7EF464912,,,,,,Suffolk,Long Island,,,,Active,"Adult-Use Cultivation, Adult-Use Processing",MICROBUS_INDOOR,Type 1 - Extracting,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,,,Jennifer Digney-Bihm
OCM-CAURD-24-000200,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,08/29/2024 12:00:00 AM,08/29/2024 12:00:00 AM,08/29/2026 12:00:00 AM,OCMCAURDP-2024-000020,,Smoking Scholars LLC,,8CC0F8DC-ECBF-4849-B2FD-9AEAA6BDDEF7,784 Allerton Ave,,Bronx,NY,10467,Bronx,Bronx,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,09/27/2024 12:00:00 AM,Sun: 09:00 AM - 09:00 PM; Mon: 09:00 AM - 09:00 PM; Tues: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thurs: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM,Michael James
OCM-RETL-25-000280,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,01/06/2027 12:00:00 AM,OCMRETL-2023-001065,Minority-Owned Business,S & M Unlimited Holdings LLC,The HighEnd Dispensary,306BA3CC-DBE9-44C6-8EA2-90393EE0F749,1410 Central Ave,,Colonie,NY,12205,Albany,Capital District,42.70599,-73.82028,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Sergio Mendizabal
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000122,,SNNJ INC.,,70264F68-0913-4A38-8F78-16A4A4682A06,,,,,,Nassau,Long Island,,,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,DAVID GREENBERG
OCM-DIST-25-000136,Adult-Use Distributor License,OCMDIST,Active,LICACT,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,01/06/2027 12:00:00 AM,OCMDIST-2023-000119,Women-Owned Business,Snowbelt Gardens LLC,Snowbelt Cannabis,CB394DBA-3F1F-4134-A13A-9DE950C492C4,,,,,,Chautauqua,Western NY,,,https://www.snowbeltcannabis.com/,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ashley Baron
OCM-PROC-24-000103,Adult-Use Processor License,OCMPROC,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMPROC-2023-000134,Women-Owned Business,Snowbelt Gardens LLC,Snowbelt Cannabis,C257F0CA-7F67-4D8D-9105-A74CE7287881,,,,,,Chautauqua,Western NY,,,https://www.snowbeltcannabis.com/,Active,Adult-Use Processing,,Type 1 - Extracting,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Ashley Baron
OCM-CAURD-24-000080,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,02/12/2026 12:00:00 AM,OCMCAURDP-2023-000014,,SOCIAL EQUITY CAURD JV LLC,The Cannabis Place,582B0485-9AAD-4BCC-BC94-FD167506079E,74-03 Metropolitan Avenue,,Middle VIllage,NY,11379,Queens,Queens,,,www.TheCannabisPlace.org,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,03/08/2024 12:00:00 AM,Sun: 12:00 PM - 08:00 PM; Mon: 12:00 PM - 08:00 PM; Tues: 12:00 PM - 08:00 PM; Wed: 12:00 PM - 08:00 PM; Thurs: 12:00 PM - 08:00 PM; Fri: 12:00 PM - 08:00 PM; Sat: 12:00 PM - 08:00 PM,Osbert Orduna
OCM-CAURD-25-000227,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,01/17/2025 12:00:00 AM,01/17/2025 12:00:00 AM,01/17/2027 12:00:00 AM,OCMCAURDP-2024-000119,,Solo Greenery,Solo Greenery,CC4851BF-8D18-4EE7-A6C2-616D8B5F5457,439 Court St,,Binghamton,NY,13904,Broome,Southern Tier,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,02/06/2025 12:00:00 AM,Sun: 10:00 AM - 10:00 PM; Mon: 08:00 AM - 02:00 AM; Tues: 08:00 AM - 02:00 AM; Wed: 08:00 AM - 02:00 AM; Thurs: 08:00 AM - 02:00 AM; Fri: 08:00 AM - 02:00 AM; Sat: 08:00 AM - 02:00 AM,Daron Driscoll
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000681,,SONIRUS ENTERPRISE LLC,,B4D57AEB-03F6-4310-A3B3-D120685B33B3,78 SOUTHERN BLVD,,ALBANY,NY,12209,Albany,Capital District,42.63723,-73.78429,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,MURAD ALI
OCM-CAURD-23-000044,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,12/29/2023 12:00:00 AM,12/29/2023 12:00:00 AM,12/29/2025 12:00:00 AM,OCMCAURDP-2023-000071,,"SOODAKS, INC.",VERDI,3B1B649F-17FD-475F-8C1A-5CB6C564CED9,158 W 23rd St,,New York,NY,10011,New York,Manhattan,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01/06/2024 12:00:00 AM,Sun: 12:00 PM - 10:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 12:00 PM - 10:00 PM; Sat: 12:00 PM - 10:00 PM,Ellis Soodak
OCM-RETL-25-000275,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,01/03/2025 12:00:00 AM,01/03/2025 12:00:00 AM,01/03/2027 12:00:00 AM,OCMRETL-2023-001354,Minority-Owned Business,Soulful Matter LLC,,CC02BA11-BC41-4E9E-AE7E-C0E750FD4A51,361 North Ave,,New Rochelle,NY,10801,Westchester,Mid-Hudson,40.914756,-73.784379,www.soulfulmatter.com,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Daniel De Santanna Carvalho
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000931,,Southampton Deep Blue Sea LLC,,DCBA2899-3C88-472F-93AD-6BB1E911039C,125 Tuckahoe Ln,,Southampton,NY,11968,Suffolk,Long Island,40.89272884,-72.42457004,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Danielle Ferrazzano
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001881,,Southern Tier Cannabis Inc.,,29DEC3B9-AE58-41C0-94CA-6B5E870B7C85,30 N Main St,,Alfred,NY,14802,Allegany,Western NY,42.254901,-77.790111,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Bruce Brinthaupt
OCM-RETL-24-000101,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,05/24/2026 12:00:00 AM,OCMRETL-2023-001410,"Women-Owned Business, Minority-Owned Business",Spa City Cannabis LLC,,4F269D71-2284-4450-827B-A0642A50239A,75 Weibel Ave,,Saratoga Springs,NY,12866,Saratoga,Capital District,43.094735,-73.744411,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,07/05/2024 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 10:00 AM - 08:00 PM; Sat: 10:00 AM - 08:00 PM,Itorye Silver
OCM-CULT-24-000092,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2023-000262,Service-Disabled Veteran-Owned Business,Spadafarm LLC,,22CB7EDC-37D9-4982-967D-3FA08A0A1B9F,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Paul Spadafora
OCM-CULT-24-000092,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2023-000262,Service-Disabled Veteran-Owned Business,Spadafarm LLC,,D1D37BB4-E517-4435-B79C-DC95D76B0550,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,Paul Spadafora
OCM-CULT-24-000092,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2023-000262,Service-Disabled Veteran-Owned Business,Spadafarm LLC,,8A059512-072C-4DE9-9308-CFB0FA81B406,,,,,,Dutchess,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Paul Spadafora
OCM-PROC-24-000109,Adult-Use Processor License,OCMPROC,Active,LICACT,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2026 12:00:00 AM,OCMPROC-2024-000023,Service-Disabled Veteran-Owned Business,Spadafarm LLC,,AA0EAA3A-6E2C-4642-A8FD-56DDB1D0A0A2,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Paul Spadafora
OCM-CAURD-24-000149,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,05/24/2026 12:00:00 AM,OCMCAURDP-2024-000019,,Sparkboro Inc,,DF0744F3-9184-4C4B-876D-7E391CAAAF5C,704 W 177th St,,New York,NY,10033,New York,Manhattan,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,09/03/2024 12:00:00 AM,Sun: 10:30 AM - 08:30 PM; Mon: 10:30 AM - 08:30 PM; Tues: 10:30 AM - 08:30 PM; Wed: 10:30 AM - 08:30 PM; Thurs: 10:30 AM - 10:00 PM; Fri: 10:30 AM - 11:00 PM; Sat: 10:30 AM - 11:00 PM,Elvin Perez
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2024-000004,,"Sparkle Holdings, LLC",,5C84B88B-C82E-40A3-8390-54B9DBC415E8,,,,,,Monroe,Finger Lakes,,,www.sparkleholdings.com,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,,GEORGE STADLER
OCM-RETL-24-000102,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,05/24/2026 12:00:00 AM,OCMRETL-2023-001230,"Women-Owned Business, Minority-Owned Business",Sparkology NY LLC,,CDDF7A67-D85F-4027-81A4-93BB4D89B02E,1870 3rd Ave,,New York,NY,10029,New York,Manhattan,40.78989897,-73.946197,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Kanan Champaneria
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001513,,Special Friends Group LLC,,3E9BF8C5-4C26-4694-AF86-0F9F35AE0063,1697 Nostrand Ave,,Brooklyn,NY,11226,Kings,Brooklyn,40.64475,-73.94874,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Freide Weinstock
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001953,,Spinello Buffalo LLC,,DDAF3E0E-AE7A-4CB6-A56F-E70AB7A71C34,2353 Millersport Hwy,,Amherst,NY,14068,Erie,Western NY,43.01447,-78.7689,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Scott Mazza
